"渠道","展示名称","配置 ID（保留）","实际 API model ID / 调用标识","固定版本 / 滚动别名","已核对具体版本 / 目录身份","核对日期","核对依据","ID 证据","范围 / 可选状态","说明"
"硅基流动","GLM-5.1","Pro/zai-org/GLM-5.1","Pro/zai-org/GLM-5.1","固定性 / 对应版本待确认","Pro/zai-org/GLM-5.1","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Qwen Image","Qwen/Qwen-Image","Qwen/Qwen-Image","固定性 / 对应版本待确认","Qwen/Qwen-Image","2026-09-21","https://docs.siliconflow.cn/docs/api/images-generations-post","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Qwen-Image-Edit","Qwen/Qwen-Image-Edit","Qwen/Qwen-Image-Edit","固定性 / 对应版本待确认","Qwen/Qwen-Image-Edit","2026-09-21","https://docs.siliconflow.cn/docs/api/images-generations-post","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Qwen-Image-Edit-2509","Qwen/Qwen-Image-Edit-2509","Qwen/Qwen-Image-Edit-2509","固定性 / 对应版本待确认","Qwen/Qwen-Image-Edit-2509","2026-09-21","https://docs.siliconflow.cn/docs/api/images-generations-post","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Qwen2.5-32B-Instruct","Qwen/Qwen2.5-32B-Instruct","Qwen/Qwen2.5-32B-Instruct","固定性 / 对应版本待确认","Qwen/Qwen2.5-32B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen2.5-72B-Instruct","Qwen/Qwen2.5-72B-Instruct","Qwen/Qwen2.5-72B-Instruct","固定性 / 对应版本待确认","Qwen/Qwen2.5-72B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen2.5-72B-Instruct-128K","Qwen/Qwen2.5-72B-Instruct-128K","Qwen/Qwen2.5-72B-Instruct-128K","固定性 / 对应版本待确认","Qwen/Qwen2.5-72B-Instruct-128K","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen2.5-7B-Instruct","Qwen/Qwen2.5-7B-Instruct","Qwen/Qwen2.5-7B-Instruct","固定性 / 对应版本待确认","Qwen/Qwen2.5-7B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-14B","Qwen/Qwen3-14B","Qwen/Qwen3-14B","固定性 / 对应版本待确认","Qwen/Qwen3-14B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-30B-A3B-Instruct-2507","Qwen/Qwen3-30B-A3B-Instruct-2507","Qwen/Qwen3-30B-A3B-Instruct-2507","固定性 / 对应版本待确认","Qwen/Qwen3-30B-A3B-Instruct-2507","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-32B","Qwen/Qwen3-32B","Qwen/Qwen3-32B","固定性 / 对应版本待确认","Qwen/Qwen3-32B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-8B","Qwen/Qwen3-8B","Qwen/Qwen3-8B","固定性 / 对应版本待确认","Qwen/Qwen3-8B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-Coder-30B-A3B-Instruct","Qwen/Qwen3-Coder-30B-A3B-Instruct","Qwen/Qwen3-Coder-30B-A3B-Instruct","固定性 / 对应版本待确认","Qwen/Qwen3-Coder-30B-A3B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-Omni-30B-A3B-Instruct","Qwen/Qwen3-Omni-30B-A3B-Instruct","Qwen/Qwen3-Omni-30B-A3B-Instruct","固定性 / 对应版本待确认","Qwen/Qwen3-Omni-30B-A3B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-Omni-30B-A3B-Thinking","Qwen/Qwen3-Omni-30B-A3B-Thinking","Qwen/Qwen3-Omni-30B-A3B-Thinking","固定性 / 对应版本待确认","Qwen/Qwen3-Omni-30B-A3B-Thinking","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-VL-30B-A3B-Instruct","Qwen/Qwen3-VL-30B-A3B-Instruct","Qwen/Qwen3-VL-30B-A3B-Instruct","固定性 / 对应版本待确认","Qwen/Qwen3-VL-30B-A3B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-VL-30B-A3B-Thinking","Qwen/Qwen3-VL-30B-A3B-Thinking","Qwen/Qwen3-VL-30B-A3B-Thinking","固定性 / 对应版本待确认","Qwen/Qwen3-VL-30B-A3B-Thinking","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-VL-32B-Instruct","Qwen/Qwen3-VL-32B-Instruct","Qwen/Qwen3-VL-32B-Instruct","固定性 / 对应版本待确认","Qwen/Qwen3-VL-32B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-VL-32B-Thinking","Qwen/Qwen3-VL-32B-Thinking","Qwen/Qwen3-VL-32B-Thinking","固定性 / 对应版本待确认","Qwen/Qwen3-VL-32B-Thinking","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-VL-8B-Instruct","Qwen/Qwen3-VL-8B-Instruct","Qwen/Qwen3-VL-8B-Instruct","固定性 / 对应版本待确认","Qwen/Qwen3-VL-8B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3-VL-8B-Thinking","Qwen/Qwen3-VL-8B-Thinking","Qwen/Qwen3-VL-8B-Thinking","固定性 / 对应版本待确认","Qwen/Qwen3-VL-8B-Thinking","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3.5-122B-A10B","Qwen/Qwen3.5-122B-A10B","Qwen/Qwen3.5-122B-A10B","固定性 / 对应版本待确认","Qwen/Qwen3.5-122B-A10B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3.5-27B","Qwen/Qwen3.5-27B","Qwen/Qwen3.5-27B","固定性 / 对应版本待确认","Qwen/Qwen3.5-27B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3.5-35B-A3B","Qwen/Qwen3.5-35B-A3B","Qwen/Qwen3.5-35B-A3B","固定性 / 对应版本待确认","Qwen/Qwen3.5-35B-A3B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3.5-397B-A17B","Qwen/Qwen3.5-397B-A17B","Qwen/Qwen3.5-397B-A17B","固定性 / 对应版本待确认","Qwen/Qwen3.5-397B-A17B","2026-09-21","https://docs.siliconflow.cn/docs/release-notes/overview","exact-id","停用身份保留","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Qwen3.5-4B","Qwen/Qwen3.5-4B","Qwen/Qwen3.5-4B","固定性 / 对应版本待确认","Qwen/Qwen3.5-4B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3.5-9B","Qwen/Qwen3.5-9B","Qwen/Qwen3.5-9B","固定性 / 对应版本待确认","Qwen/Qwen3.5-9B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Qwen3.6-27B","Qwen/Qwen3.6-27B","Qwen/Qwen3.6-27B","固定性 / 对应版本待确认","Qwen/Qwen3.6-27B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Qwen3.6-35B-A3B","Qwen/Qwen3.6-35B-A3B","Qwen/Qwen3.6-35B-A3B","固定性 / 对应版本待确认","Qwen/Qwen3.6-35B-A3B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Qwen3.8-27B","Qwen/Qwen3.8-27B","Qwen/Qwen3.8-27B","固定性 / 对应版本待确认","Qwen/Qwen3.8-27B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Step-3.5-Flash","stepfun-ai/Step-3.5-Flash","stepfun-ai/Step-3.5-Flash","固定性 / 对应版本待确认","stepfun-ai/Step-3.5-Flash","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Hunyuan-A13B-Instruct","tencent/Hunyuan-A13B-Instruct","tencent/Hunyuan-A13B-Instruct","固定性 / 对应版本待确认","tencent/Hunyuan-A13B-Instruct","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Hy4-preview","tencent/Hy4-preview","tencent/Hy4-preview","固定性 / 对应版本待确认","tencent/Hy4-preview","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","GLM-4-32B-0414","THUDM/GLM-4-32B-0414","THUDM/GLM-4-32B-0414","固定性 / 对应版本待确认","THUDM/GLM-4-32B-0414","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","GLM-4-9B-0414","THUDM/GLM-4-9B-0414","THUDM/GLM-4-9B-0414","固定性 / 对应版本待确认","THUDM/GLM-4-9B-0414","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","GLM-Z1-9B-0414","THUDM/GLM-Z1-9B-0414","THUDM/GLM-Z1-9B-0414","固定性 / 对应版本待确认","THUDM/GLM-Z1-9B-0414","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","Z-Image","Tongyi-MAI/Z-Image","Tongyi-MAI/Z-Image","固定性 / 对应版本待确认","Tongyi-MAI/Z-Image","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Z-Image-Turbo","Tongyi-MAI/Z-Image-Turbo","Tongyi-MAI/Z-Image-Turbo","固定性 / 对应版本待确认","Tongyi-MAI/Z-Image-Turbo","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","Xing4.0-29B","XingChenAGI/Xing4.0-29B","XingChenAGI/Xing4.0-29B","固定性 / 对应版本待确认","XingChenAGI/Xing4.0-29B","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","GLM-4.5-Air","zai-org/GLM-4.5-Air","zai-org/GLM-4.5-Air","固定性 / 对应版本待确认","zai-org/GLM-4.5-Air","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","GLM-4.5V","zai-org/GLM-4.5V","zai-org/GLM-4.5V","固定性 / 对应版本待确认","zai-org/GLM-4.5V","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","公开模型目录嵌入数据的 modelName 字段逐 ID 匹配；具体 SKU 已确认，更细快照或固定性未公开。"
"硅基流动","GLM-5.2","zai-org/GLM-5.2","zai-org/GLM-5.2","固定性 / 对应版本待确认","zai-org/GLM-5.2","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"硅基流动","GLM-5.3","zai-org/GLM-5.3","zai-org/GLM-5.3","固定性 / 对应版本待确认","zai-org/GLM-5.3","2026-09-21","https://www.siliconflow.cn/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"腾讯 TokenHub","DeepSeek-V4-Flash","deepseek-v4-flash","deepseek-v4-flash","固定性 / 对应版本待确认","deepseek-v4-flash","2026-09-22","https://cloud.tencent.com/document/product/1823/132248","official-doc","静态可选","准确渠道调用ID已核对；不可变权重快照待确认。真实权限/调用未验证。"
"腾讯 TokenHub","DeepSeek-V4-Flash 0731 正式版","deepseek-v4-flash-0731","deepseek-v4-flash-0731","固定性 / 对应版本待确认","deepseek-v4-flash-0731","2026-09-22","https://cloud.tencent.com/document/product/1823/132248","official-doc","静态可选","准确渠道调用ID已核对；不可变权重快照待确认。真实权限/调用未验证。"
"腾讯 TokenHub","DeepSeek-V4-Flash 0731 正式版 原厂直供","deepseek-v4-flash-202605","deepseek-v4-flash-202605","固定性 / 对应版本待确认","deepseek-v4-flash-202605","2026-09-22","https://cloud.tencent.com/document/product/1823/132248","official-doc","静态可选","准确渠道调用ID已核对；不可变权重快照待确认。真实权限/调用未验证。"
"腾讯 TokenHub","DeepSeek-V4-Pro","deepseek-v4-pro","deepseek-v4-pro","固定性 / 对应版本待确认","deepseek-v4-pro","2026-09-22","https://cloud.tencent.com/document/product/1823/132248","official-doc","静态可选","准确渠道调用ID已核对；不可变权重快照待确认。真实权限/调用未验证。"
