auditList,provider,id,resolvedId,decision,roles,protocol,regions,imageGeneration,imageEditing,maxReferenceImages,providerMaxReferenceImages,resolutions,refineResolutions,aspectRatios,refineAspectRatios,expirationDate,earliestRetirementDate,reason,source
03-siliconflow,siliconflow,Qwen/Qwen-Image-Edit,Qwen/Qwen-Image-Edit,added,image,provider-images,cn,False,True,1,1,auto,auto,,,,,API 要求源图，不支持 image_size；2509 支持 image/image2/image3。不能当纯文生图入口。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Wan-AI/Wan2.2-T2V-A14B,Wan-AI/Wan2.2-T2V-A14B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen-Image-Edit-2509,Qwen/Qwen-Image-Edit-2509,added,image,provider-images,cn,False,True,1,3,auto,auto,,,,,API 要求源图，不支持 image_size；2509 支持 image/image2/image3。不能当纯文生图入口。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Wan-AI/Wan2.2-I2V-A14B,Wan-AI/Wan2.2-I2V-A14B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,inclusionAI/Ling-mini-2.0,inclusionAI/Ling-mini-2.0,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,inclusionAI/Ling-flash-2.0,inclusionAI/Ling-flash-2.0,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Kwai-Kolors/Kolors,Kwai-Kolors/Kolors,covered,image,provider-images,cn,True,True,1,,1K,1K,1:1|3:4|9:16,1:1|3:4|9:16,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,deepseek-ai/DeepSeek-OCR,deepseek-ai/DeepSeek-OCR,excluded,,,,,,,,,,,,,,识别/结构提取模型，不宜作为通用规划主模型。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,FunAudioLLM/SenseVoiceSmall,FunAudioLLM/SenseVoiceSmall,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Pro/deepseek-ai/DeepSeek-V3,Pro/deepseek-ai/DeepSeek-V3,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Pro/deepseek-ai/DeepSeek-R1,Pro/deepseek-ai/DeepSeek-R1,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Pro/deepseek-ai/DeepSeek-V3.1-Terminus,Pro/deepseek-ai/DeepSeek-V3.1-Terminus,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Pro/deepseek-ai/DeepSeek-V3.2,Pro/deepseek-ai/DeepSeek-V3.2,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-8B,Qwen/Qwen3-8B,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-VL-32B-Thinking,Qwen/Qwen3-VL-32B-Thinking,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-VL-32B-Instruct,Qwen/Qwen3-VL-32B-Instruct,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,FunAudioLLM/CosyVoice2-0.5B,FunAudioLLM/CosyVoice2-0.5B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,fnlp/MOSS-TTSD-v0.5,fnlp/MOSS-TTSD-v0.5,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,deepseek-ai/DeepSeek-V3.1-Terminus,deepseek-ai/DeepSeek-V3.1-Terminus,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-VL-8B-Instruct,Qwen/Qwen3-VL-8B-Instruct,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-VL-8B-Thinking,Qwen/Qwen3-VL-8B-Thinking,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-VL-30B-A3B-Instruct,Qwen/Qwen3-VL-30B-A3B-Instruct,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-VL-30B-A3B-Thinking,Qwen/Qwen3-VL-30B-A3B-Thinking,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Omni-30B-A3B-Instruct,Qwen/Qwen3-Omni-30B-A3B-Instruct,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,硅基流动 Chat Completions 流式文本输出；不发送百炼专属 modalities。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Omni-30B-A3B-Thinking,Qwen/Qwen3-Omni-30B-A3B-Thinking,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,硅基流动 Chat Completions 流式文本输出；不发送百炼专属 modalities。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Omni-30B-A3B-Captioner,Qwen/Qwen3-Omni-30B-A3B-Captioner,excluded,,,,,,,,,,,,,,不能仅凭 catalog 的 vlm=true 就作为一般图表审阅器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,tencent/Hunyuan-MT-7B,tencent/Hunyuan-MT-7B,excluded,,,,,,,,,,,,,,翻译模型，适用范围不同于普通科研规划。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,deepseek-ai/DeepSeek-V3,deepseek-ai/DeepSeek-V3,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,deepseek-ai/DeepSeek-R1,deepseek-ai/DeepSeek-R1,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,ByteDance-Seed/Seed-OSS-36B-Instruct,ByteDance-Seed/Seed-OSS-36B-Instruct,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,zai-org/GLM-4.5V,zai-org/GLM-4.5V,added,main|vision,openai-chat-completions,cn,False,False,3,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Coder-30B-A3B-Instruct,Qwen/Qwen3-Coder-30B-A3B-Instruct,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,zai-org/GLM-4.5-Air,zai-org/GLM-4.5-Air,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,tencent/Hunyuan-A13B-Instruct,tencent/Hunyuan-A13B-Instruct,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-32B,Qwen/Qwen3-32B,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Reranker-8B,Qwen/Qwen3-Reranker-8B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-14B,Qwen/Qwen3-14B,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Reranker-0.6B,Qwen/Qwen3-Reranker-0.6B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen3-Reranker-4B,Qwen/Qwen3-Reranker-4B,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,THUDM/GLM-Z1-9B-0414,THUDM/GLM-Z1-9B-0414,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen2.5-32B-Instruct,Qwen/Qwen2.5-32B-Instruct,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen2.5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,THUDM/GLM-4-9B-0414,THUDM/GLM-4-9B-0414,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,BAAI/bge-m3,BAAI/bge-m3,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Qwen/Qwen2.5-72B-Instruct-128K,Qwen/Qwen2.5-72B-Instruct-128K,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Pro/BAAI/bge-reranker-v2-m3,Pro/BAAI/bge-reranker-v2-m3,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Pro/Qwen/Qwen2.5-7B-Instruct,Pro/Qwen/Qwen2.5-7B-Instruct,added,main,openai-chat-completions,cn,False,False,0,,,,,,,,官方公开目录包含；按渠道自身的模态字段登记。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,Pro/BAAI/bge-m3,Pro/BAAI/bge-m3,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,BAAI/bge-large-zh-v1.5,BAAI/bge-large-zh-v1.5,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
03-siliconflow,siliconflow,BAAI/bge-large-en-v1.5,BAAI/bge-large-en-v1.5,excluded,,,,,,,,,,,,,,语音、视频、向量或重排序，不放入普通主模型/生图选择器。,https://www.siliconflow.cn/models
04-bailian,bailian,qwen3.8-max-prime,qwen3.8-max-prime,excluded,,,,,,,,,,,,,,官方价格表列出 Prime 优速模式；不是新的基础模型，需单独解释服务档位。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.8-max,qwen3.8-max,covered,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.8-max-0902,qwen3.8-max-0902,covered,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.7-max,qwen3.7-max,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,不要误继承 2026-06-08 视觉快照的图像能力。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.7-max-2026-06-08,qwen3.7-max-2026-06-08,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.7-max-2026-05-20,qwen3.7-max-2026-05-20,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,不要误继承 2026-06-08 视觉快照的图像能力。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.7-max-preview,qwen3.7-max-preview,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,不要误继承 2026-06-08 视觉快照的图像能力。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.7-max-2026-05-17,qwen3.7-max-2026-05-17,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,不要误继承 2026-06-08 视觉快照的图像能力。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.6-max-preview,qwen3.6-max-preview,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118344
04-bailian,bailian,qwen3-max,qwen3-max,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118344
04-bailian,bailian,qwen3-max-2026-01-23,qwen3-max-2026-01-23,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-max-2025-09-23,qwen3-max-2025-09-23,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-max-preview,qwen3-max-preview,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118344
04-bailian,bailian,qwen-max,qwen-max,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.7-max-us,qwen3.7-max-us,excluded,,,,,,,,,,,,,,美国地区专用 ID；现有代码固定北京端点。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.7-plus,qwen3.7-plus,covered,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.7-plus-2026-05-26,qwen3.7-plus-2026-05-26,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.6-plus,qwen3.6-plus,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.6-plus-2026-04-02,qwen3.6-plus-2026-04-02,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.5-plus,qwen3.5-plus,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.5-plus-2026-04-20,qwen3.5-plus-2026-04-20,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
