"checked_at","channel","api_model_id","role","protocol","status","parameters","values_or_budget_limits","defaults","operations","constraints","conflicts","notes","official_sources"
"2026-09-22","bailian","qwen3.8-27b","vision","bailian-openai-chat","supported","enable_thinking | reasoning_effort | thinking_budget","[{""key"":""mode"",""values"":[true,false]},{""key"":""effort"",""values"":[""low"",""medium"",""xhigh""]},{""key"":""budget"",""min"":1,""max"":262144}]","[{""field"":""enable_thinking"",""default"":true},{""field"":""reasoning_effort"",""default"":""xhigh""},{""field"":""thinking_budget"",""default"":131072}]","[""text""]","{""neverIncreaseOutputBudget"":true,""outputBudgetRelation"":""separate"",""mutuallyExclusive"":[""effort"",""budget""],""mutuallyExclusiveFields"":[""reasoning_effort"",""thinking_budget""],""budgetRequiresThinking"":true,""effortRequiresThinking"":true,""budgetZeroUnconfirmed"":true}","[{""when"":{""mode"":false},""forbid"":[""effort"",""budget""]},{""type"":""mutually-exclusive"",""keys"":[""effort"",""budget""]},{""type"":""official-doc-conflict"",""field"":""thinking_budget"",""detail"":""映射段落含 0，通用错误文档要求正整数；仅确认正数子区间，最小值 0 不开放。""}]","[""同时设置 effort 和 budget 会报错。全部省略时 budget 默认131072；显式 effort=xhigh 可映射262144，因此 UI 服务商默认不能自动序列化 xhigh。预算范围控件的1是保守接受子区间，不宣称排除0。""]","https://help.aliyun.com/zh/model-studio/deep-thinking | https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions | https://help.aliyun.com/zh/model-studio/error-code"
"2026-09-22","bailian","qwen3.8-max","main","bailian-openai-chat","supported","enable_thinking | reasoning_effort | thinking_budget","[{""key"":""mode"",""values"":[true,false]},{""key"":""effort"",""values"":[""low"",""medium"",""xhigh""]},{""key"":""budget"",""min"":1,""max"":262144}]","[{""field"":""enable_thinking"",""default"":true},{""field"":""reasoning_effort"",""default"":""xhigh""},{""field"":""thinking_budget"",""default"":131072}]","[""text""]","{""neverIncreaseOutputBudget"":true,""outputBudgetRelation"":""separate"",""mutuallyExclusive"":[""effort"",""budget""],""mutuallyExclusiveFields"":[""reasoning_effort"",""thinking_budget""],""budgetRequiresThinking"":true,""effortRequiresThinking"":true,""budgetZeroUnconfirmed"":true}","[{""when"":{""mode"":false},""forbid"":[""effort"",""budget""]},{""type"":""mutually-exclusive"",""keys"":[""effort"",""budget""]},{""type"":""official-doc-conflict"",""field"":""thinking_budget"",""detail"":""映射段落含 0，通用错误文档要求正整数；仅确认正数子区间，最小值 0 不开放。""}]","[""同时设置 effort 和 budget 会报错。全部省略时 budget 默认131072；显式 effort=xhigh 可映射262144，因此 UI 服务商默认不能自动序列化 xhigh。预算范围控件的1是保守接受子区间，不宣称排除0。""]","https://help.aliyun.com/zh/model-studio/deep-thinking | https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions | https://help.aliyun.com/zh/model-studio/error-code"
"2026-09-22","bailian","qwen3.8-max","vision","bailian-openai-chat","supported","enable_thinking | reasoning_effort | thinking_budget","[{""key"":""mode"",""values"":[true,false]},{""key"":""effort"",""values"":[""low"",""medium"",""xhigh""]},{""key"":""budget"",""min"":1,""max"":262144}]","[{""field"":""enable_thinking"",""default"":true},{""field"":""reasoning_effort"",""default"":""xhigh""},{""field"":""thinking_budget"",""default"":131072}]","[""text""]","{""neverIncreaseOutputBudget"":true,""outputBudgetRelation"":""separate"",""mutuallyExclusive"":[""effort"",""budget""],""mutuallyExclusiveFields"":[""reasoning_effort"",""thinking_budget""],""budgetRequiresThinking"":true,""effortRequiresThinking"":true,""budgetZeroUnconfirmed"":true}","[{""when"":{""mode"":false},""forbid"":[""effort"",""budget""]},{""type"":""mutually-exclusive"",""keys"":[""effort"",""budget""]},{""type"":""official-doc-conflict"",""field"":""thinking_budget"",""detail"":""映射段落含 0，通用错误文档要求正整数；仅确认正数子区间，最小值 0 不开放。""}]","[""同时设置 effort 和 budget 会报错。全部省略时 budget 默认131072；显式 effort=xhigh 可映射262144，因此 UI 服务商默认不能自动序列化 xhigh。预算范围控件的1是保守接受子区间，不宣称排除0。""]","https://help.aliyun.com/zh/model-studio/deep-thinking | https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions | https://help.aliyun.com/zh/model-studio/error-code"
"2026-09-22","bailian","ZHIPU/GLM-5.3-Flash","main","bailian-openai-chat","supported","reasoning_effort","[{""key"":""effort"",""values"":[""low"",""high"",""max""]}]","[{""field"":""reasoning_effort"",""default"":""max""}]","[""text""]","{""neverIncreaseOutputBudget"":true,""thinkingCannotDisable"":true}","[]","[]","https://help.aliyun.com/zh/model-studio/glm-zhipu | https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions"
"2026-09-22","bailian","ZHIPU/GLM-5.3-Flash","vision","bailian-openai-chat","supported","reasoning_effort","[{""key"":""effort"",""values"":[""low"",""high"",""max""]}]","[{""field"":""reasoning_effort"",""default"":""max""}]","[""text""]","{""neverIncreaseOutputBudget"":true,""thinkingCannotDisable"":true}","[]","[]","https://help.aliyun.com/zh/model-studio/glm-zhipu | https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions"
"2026-09-22","bailian","kimi-k3","main","bailian-openai-chat","supported","reasoning_effort","[{""key"":""effort"",""values"":[""low"",""high"",""max""]}]","[{""field"":""reasoning_effort"",""default"":""max""}]","[""text""]","{""neverIncreaseOutputBudget"":true,""thinkingCannotDisable"":true}","[{""type"":""official-doc-conflict"",""field"":""enable_thinking"",""detail"":""Chat API 写 false 可关闭；Kimi 专页明确不可关闭。仅开放一致确认的 effort。""}]","[""本条只适用于无 vendor 前缀的百炼部署 K3；kimi/kimi-k3 只允许 max。""]","https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions | https://help.aliyun.com/zh/model-studio/kimi-api"
"2026-09-22","bailian","kimi-k3","vision","bailian-openai-chat","supported","reasoning_effort","[{""key"":""effort"",""values"":[""low"",""high"",""max""]}]","[{""field"":""reasoning_effort"",""default"":""max""}]","[""text""]","{""neverIncreaseOutputBudget"":true,""thinkingCannotDisable"":true}","[{""type"":""official-doc-conflict"",""field"":""enable_thinking"",""detail"":""Chat API 写 false 可关闭；Kimi 专页明确不可关闭。仅开放一致确认的 effort。""}]","[""本条只适用于无 vendor 前缀的百炼部署 K3；kimi/kimi-k3 只允许 max。""]","https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions | https://help.aliyun.com/zh/model-studio/kimi-api"
"2026-09-22","bailian","ZHIPU/GLM-5.3","main","bailian-openai-chat","supported","reasoning_effort","[{""key"":""effort"",""values"":[""low"",""high"",""max""]}]","[{""field"":""reasoning_effort"",""default"":""max""}]","[""text""]","{""neverIncreaseOutputBudget"":true,""thinkingCannotDisable"":true}","[]","[]","https://help.aliyun.com/zh/model-studio/glm-zhipu | https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions"
"2026-09-22","bailian","ZHIPU/GLM-5.3-FlashX","main","bailian-openai-chat","supported","reasoning_effort","[{""key"":""effort"",""values"":[""low"",""high"",""max""]}]","[{""field"":""reasoning_effort"",""default"":""max""}]","[""text""]","{""neverIncreaseOutputBudget"":true,""thinkingCannotDisable"":true}","[]","[]","https://help.aliyun.com/zh/model-studio/glm-zhipu | https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions"
"2026-09-22","bailian","deepseek-v4-pro-0813","main","bailian-openai-chat","supported","enable_thinking | reasoning_effort","[{""key"":""mode"",""values"":[true,false]},{""key"":""effort"",""values"":[""low"",""high"",""max""]}]","[{""field"":""enable_thinking"",""default"":true},{""field"":""reasoning_effort"",""default"":""high""}]","[""text""]","{""neverIncreaseOutputBudget"":true,""effortRequiresThinking"":true}","[{""when"":{""mode"":false},""forbid"":[""effort""]}]","[]","https://help.aliyun.com/zh/model-studio/deepseek-api"
"2026-09-22","bailian","deepseek-v4-flash-0731","main","bailian-openai-chat","supported","enable_thinking | reasoning_effort","[{""key"":""mode"",""values"":[true,false]},{""key"":""effort"",""values"":[""low"",""high"",""max""]}]","[{""field"":""enable_thinking"",""default"":true},{""field"":""reasoning_effort"",""default"":""high""}]","[""text""]","{""neverIncreaseOutputBudget"":true,""effortRequiresThinking"":true}","[{""when"":{""mode"":false},""forbid"":[""effort""]}]","[]","https://help.aliyun.com/zh/model-studio/deepseek-api"
"2026-09-22","bailian","qwen3.8-2.4t-a95b","main","bailian-openai-chat","supported","reasoning_effort | thinking_budget","[{""key"":""effort"",""values"":[""low"",""medium"",""xhigh""]},{""key"":""budget"",""min"":1,""max"":262144}]","[{""field"":""reasoning_effort"",""default"":""xhigh""},{""field"":""thinking_budget"",""default"":131072}]","[""text""]","{""neverIncreaseOutputBudget"":true,""outputBudgetRelation"":""separate"",""mutuallyExclusive"":[""effort"",""budget""],""mutuallyExclusiveFields"":[""reasoning_effort"",""thinking_budget""],""budgetRequiresThinking"":true,""effortRequiresThinking"":true,""budgetZeroUnconfirmed"":true,""thinkingCannotDisable"":true}","[{""when"":{""mode"":false},""forbid"":[""effort"",""budget""]},{""type"":""mutually-exclusive"",""keys"":[""effort"",""budget""]},{""type"":""official-doc-conflict"",""field"":""thinking_budget"",""detail"":""映射段落含 0，通用错误文档要求正整数；仅确认正数子区间，最小值 0 不开放。""},{""type"":""official-doc-conflict"",""field"":""enable_thinking"",""detail"":""思考专题称仅思考；通用 effort 映射描述 none→false，保守不开放关闭。""}]","[""同时设置 effort 和 budget 会报错。全部省略时 budget 默认131072；显式 effort=xhigh 可映射262144，因此 UI 服务商默认不能自动序列化 xhigh。预算范围控件的1是保守接受子区间，不宣称排除0。""]","https://help.aliyun.com/zh/model-studio/deep-thinking | https://help.aliyun.com/zh/model-studio/qwen-api-via-openai-chat-completions | https://help.aliyun.com/zh/model-studio/error-code"
"2026-09-22","bailian","vanchin/deepseek-v4-pro-0813","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen3-235b-a22b-instruct-2507","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen3-30b-a3b-instruct-2507","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen3-max-2025-09-23","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","vanchin/deepseek-v3","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","deepseek-v3","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen-long","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen-long-2025-01-25","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen-long-latest","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen-max","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen-plus-2025-01-25","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen3-coder-30b-a3b-instruct","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen3-coder-480b-a35b-instruct","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
"2026-09-22","bailian","qwen3-coder-flash","main","bailian-openai-chat","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""最新专题与专项 API 未对本精确 ID 及当前协议完整确定思考控制；不继承同名原厂/其他前缀或相邻日期版本。""]","https://help.aliyun.com/zh/model-studio/deep-thinking"
